ID,Country,Year,Attack Type,Target Industry,Financial Loss ($M),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Used,Resolution Time (Hr)
CBS-276,France,2017,Malware,Education,3.2,342049,Nation-state,Unpatched Software,AI-based Detection,31
CBS-277,Brazil,2018,Phishing,Banking,98.8,316891,Hacker Group,Social Engineering,Antivirus,55
CBS-278,India,2019,Man-in-the-Middle,Education,27.5,633466,Unknown,Zero-day,AI-based Detection,16
CBS-279,USA,2023,Malware,Telecommunications,24.0,123866,Nation-state,Zero-day,Firewall,43
CBS-280,France,2017,DDoS,Telecommunications,79.9,305905,Unknown,Unpatched Software,Encryption,44
CBS-281,Russia,2023,SQL Injection,Telecommunications,3.7,702942,Nation-state,Unpatched Software,AI-based Detection,34
CBS-282,Brazil,2016,Man-in-the-Middle,Retail,72.8,11339,Hacker Group,Social Engineering,AI-based Detection,34
CBS-283,UK,2017,SQL Injection,Banking,73.9,8385,Nation-state,Social Engineering,AI-based Detection,69
CBS-284,Russia,2024,Ransomware,Banking,52.8,21810,Insider,Zero-day,VPN,48
CBS-285,India,2018,Man-in-the-Middle,Healthcare,94.6,7347,Insider,Zero-day,AI-based Detection,7
CBS-286,Germany,2021,SQL Injection,Education,1.6,61463,Hacker Group,Weak Passwords,Antivirus,58
CBS-287,Russia,2020,DDoS,Healthcare,0.8,683572,Insider,Zero-day,Antivirus,69
CBS-288,Germany,2015,Malware,Healthcare,90.9,654633,Nation-state,Weak Passwords,Antivirus,43
CBS-289,Japan,2021,DDoS,Banking,32.8,311274,Hacker Group,Zero-day,Encryption,67
CBS-290,Russia,2017,Malware,Education,63.3,185208,Unknown,Zero-day,Firewall,3
CBS-291,Russia,2022,Man-in-the-Middle,Healthcare,27.8,182378,Insider,Social Engineering,AI-based Detection,10
CBS-292,China,2016,Phishing,IT,7.7,800480,Unknown,Zero-day,VPN,31
CBS-293,India,2019,DDoS,Banking,47.0,147761,Unknown,Unpatched Software,AI-based Detection,68
CBS-294,Russia,2024,Ransomware,Banking,80.1,923911,Insider,Unpatched Software,Firewall,60
CBS-295,Germany,2024,Ransomware,Education,11.8,418893,Insider,Social Engineering,Firewall,31
CBS-296,Germany,2016,Ransomware,Education,15.1,914593,Unknown,Weak Passwords,AI-based Detection,1
CBS-297,Japan,2015,SQL Injection,Banking,20.7,344789,Unknown,Zero-day,AI-based Detection,69
CBS-298,India,2019,DDoS,Telecommunications,36.9,116906,Insider,Social Engineering,VPN,7
CBS-299,Australia,2019,Phishing,Education,10.9,812343,Insider,Social Engineering,Antivirus,16
CBS-300,China,2017,Malware,IT,18.2,346390,Hacker Group,Weak Passwords,Firewall,36
CBS-301,Brazil,2018,Phishing,IT,13.9,30925,Insider,Zero-day,Encryption,43
CBS-302,UK,2017,DDoS,Government,15.6,663812,Nation-state,Zero-day,Antivirus,57
CBS-303,Brazil,2020,Man-in-the-Middle,Government,32.7,220978,Nation-state,Zero-day,VPN,47
CBS-304,UK,2021,DDoS,Banking,97.0,100486,Nation-state,Unpatched Software,Firewall,31
CBS-305,Russia,2023,SQL Injection,Education,75.6,195733,Nation-state,Weak Passwords,Antivirus,70
CBS-306,Japan,2023,Man-in-the-Middle,Healthcare,64.2,707978,Nation-state,Weak Passwords,VPN,41
CBS-307,Brazil,2018,Phishing,Healthcare,99.1,456432,Insider,Weak Passwords,Antivirus,66
CBS-308,Brazil,2016,Man-in-the-Middle,IT,75.5,37230,Unknown,Social Engineering,AI-based Detection,52
CBS-309,UK,2015,DDoS,Government,11.7,890414,Nation-state,Unpatched Software,AI-based Detection,28
CBS-310,France,2021,Malware,IT,33.8,440358,Nation-state,Social Engineering,Antivirus,5
CBS-311,India,2022,Malware,Healthcare,38.9,400752,Insider,Unpatched Software,Antivirus,36
CBS-312,France,2018,Phishing,Banking,89.8,134364,Nation-state,Zero-day,Antivirus,63
CBS-313,Germany,2017,DDoS,Telecommunications,15.0,406483,Insider,Weak Passwords,Antivirus,62
CBS-314,Brazil,2018,SQL Injection,IT,98.4,661583,Insider,Social Engineering,Encryption,30
CBS-315,Russia,2015,SQL Injection,Education,23.5,642834,Unknown,Weak Passwords,Antivirus,34
CBS-316,Brazil,2017,Ransomware,IT,9.4,493087,Hacker Group,Unpatched Software,Encryption,44
CBS-317,Brazil,2021,Man-in-the-Middle,IT,97.4,966570,Nation-state,Weak Passwords,Antivirus,32
CBS-318,Russia,2022,Phishing,Telecommunications,73.3,687383,Nation-state,Weak Passwords,VPN,8
CBS-319,Germany,2020,Phishing,Retail,78.8,733304,Unknown,Weak Passwords,VPN,19
CBS-320,India,2023,Ransomware,Telecommunications,3.5,661681,Hacker Group,Weak Passwords,AI-based Detection,14
CBS-321,France,2020,SQL Injection,IT,25.3,644538,Unknown,Social Engineering,Antivirus,57
CBS-322,Germany,2015,Phishing,Banking,58.8,861637,Unknown,Social Engineering,VPN,15
CBS-323,Brazil,2016,SQL Injection,Telecommunications,73.8,393189,Unknown,Zero-day,Antivirus,37
CBS-324,France,2022,SQL Injection,Healthcare,27.1,999545,Hacker Group,Social Engineering,Encryption,47
CBS-325,UK,2021,SQL Injection,IT,77.8,935572,Hacker Group,Social Engineering,Encryption,61
CBS-326,France,2016,Ransomware,IT,56.0,724608,Hacker Group,Social Engineering,Antivirus,21
CBS-327,Brazil,2024,DDoS,Banking,55.7,750979,Unknown,Social Engineering,AI-based Detection,30
CBS-328,India,2017,Malware,Telecommunications,7.4,552358,Nation-state,Weak Passwords,AI-based Detection,42
CBS-329,Australia,2019,Phishing,Banking,37.1,902654,Insider,Social Engineering,Antivirus,9
CBS-330,UK,2022,Ransomware,Healthcare,75.7,413293,Hacker Group,Zero-day,Antivirus,27
CBS-331,India,2024,Malware,Retail,56.2,114357,Insider,Zero-day,AI-based Detection,58
CBS-332,USA,2018,Malware,Government,70.5,363432,Hacker Group,Zero-day,AI-based Detection,40
CBS-333,Japan,2016,SQL Injection,Telecommunications,63.8,304618,Unknown,Unpatched Software,Antivirus,54
CBS-334,India,2022,SQL Injection,IT,32.7,153154,Hacker Group,Zero-day,VPN,37
CBS-335,China,2022,Malware,Banking,21.9,741153,Insider,Social Engineering,Encryption,66
CBS-336,Japan,2024,Man-in-the-Middle,Healthcare,72.1,261230,Insider,Social Engineering,VPN,19
CBS-337,UK,2023,SQL Injection,Telecommunications,53.8,688014,Unknown,Zero-day,Encryption,18
CBS-338,Australia,2018,DDoS,Education,3.3,45027,Unknown,Social Engineering,Antivirus,68
CBS-339,Australia,2021,Malware,Banking,14.0,689681,Nation-state,Weak Passwords,AI-based Detection,62
CBS-340,Germany,2024,Malware,Government,93.5,702688,Hacker Group,Unpatched Software,Antivirus,39
CBS-341,China,2016,Man-in-the-Middle,Banking,97.3,86038,Insider,Weak Passwords,Encryption,19
CBS-342,Japan,2015,Malware,Education,17.2,899381,Insider,Unpatched Software,Firewall,66
CBS-343,India,2023,Malware,IT,54.2,157667,Insider,Weak Passwords,VPN,34
CBS-344,UK,2021,Malware,Government,64.3,643714,Nation-state,Weak Passwords,VPN,25
CBS-345,USA,2023,Ransomware,Education,71.3,3607,Insider,Zero-day,AI-based Detection,7
CBS-346,UK,2017,Phishing,Banking,52.3,259706,Hacker Group,Social Engineering,Antivirus,2
CBS-347,India,2021,Man-in-the-Middle,Retail,40.9,698921,Insider,Weak Passwords,Firewall,72
CBS-348,Brazil,2024,Ransomware,Government,32.2,482574,Nation-state,Unpatched Software,Firewall,22
CBS-349,France,2017,DDoS,IT,20.4,618269,Nation-state,Weak Passwords,VPN,48
CBS-350,Russia,2016,Ransomware,Government,59.7,854961,Unknown,Unpatched Software,AI-based Detection,7
CBS-351,Brazil,2019,SQL Injection,Education,56.3,595157,Unknown,Zero-day,Encryption,41
CBS-352,France,2016,SQL Injection,Government,2.2,813706,Hacker Group,Weak Passwords,VPN,54
CBS-353,Brazil,2018,DDoS,Telecommunications,82.1,322527,Nation-state,Weak Passwords,Firewall,46
CBS-354,China,2024,DDoS,Healthcare,11.9,557016,Unknown,Zero-day,Firewall,34
CBS-355,UK,2017,DDoS,Healthcare,54.8,966668,Hacker Group,Weak Passwords,AI-based Detection,15
CBS-356,France,2020,SQL Injection,Retail,36.2,813165,Nation-state,Unpatched Software,Antivirus,44
CBS-357,France,2018,SQL Injection,Government,80.1,400807,Unknown,Weak Passwords,Firewall,67
CBS-358,Brazil,2023,Man-in-the-Middle,Retail,74.9,549300,Hacker Group,Weak Passwords,Antivirus,26
CBS-359,Brazil,2021,Ransomware,Government,74.0,956893,Unknown,Social Engineering,Antivirus,49
CBS-360,India,2015,SQL Injection,Government,46.2,245370,Insider,Social Engineering,AI-based Detection,57
CBS-361,Brazil,2017,Malware,IT,9.6,912731,Nation-state,Zero-day,Firewall,4
CBS-362,USA,2017,Malware,Telecommunications,81.2,362085,Insider,Weak Passwords,VPN,5
CBS-363,Germany,2022,SQL Injection,Telecommunications,42.8,862664,Hacker Group,Zero-day,Firewall,44
CBS-364,China,2015,Ransomware,Telecommunications,32.7,313384,Insider,Social Engineering,Antivirus,51
CBS-365,Russia,2018,Malware,Banking,18.0,593009,Unknown,Social Engineering,Firewall,27
CBS-366,Germany,2023,SQL Injection,Banking,30.7,933754,Insider,Social Engineering,Firewall,36
CBS-367,Japan,2015,DDoS,Government,82.1,55055,Hacker Group,Unpatched Software,VPN,44
CBS-368,France,2020,SQL Injection,Education,94.6,481180,Hacker Group,Weak Passwords,AI-based Detection,10
CBS-369,Russia,2020,Man-in-the-Middle,Banking,54.0,110260,Unknown,Weak Passwords,VPN,66
CBS-370,USA,2020,DDoS,Government,10.5,741592,Insider,Social Engineering,VPN,69
CBS-371,Russia,2020,Phishing,Education,34.4,928026,Unknown,Social Engineering,VPN,5
CBS-372,Germany,2018,SQL Injection,Education,84.3,399014,Nation-state,Zero-day,Firewall,52
CBS-373,China,2018,Ransomware,Retail,35.1,42831,Hacker Group,Social Engineering,Antivirus,42
CBS-374,UK,2018,Man-in-the-Middle,Healthcare,45.1,545613,Insider,Unpatched Software,VPN,25
CBS-375,Australia,2023,Man-in-the-Middle,Retail,92.6,813789,Nation-state,Unpatched Software,Antivirus,27
CBS-376,UK,2015,Ransomware,Banking,13.5,345825,Hacker Group,Zero-day,AI-based Detection,6
CBS-377,UK,2016,Phishing,Education,8.4,29671,Insider,Unpatched Software,Encryption,61
CBS-378,Australia,2020,Phishing,Government,92.5,34011,Insider,Unpatched Software,Firewall,9
CBS-379,USA,2018,SQL Injection,Banking,63.8,341383,Nation-state,Weak Passwords,Antivirus,9
CBS-380,Japan,2020,Ransomware,Banking,40.9,565080,Unknown,Zero-day,Encryption,6
CBS-381,Germany,2019,Malware,Banking,79.2,862136,Hacker Group,Zero-day,VPN,44
CBS-382,Japan,2022,Man-in-the-Middle,Retail,37.2,241151,Hacker Group,Social Engineering,Antivirus,56
CBS-383,India,2024,Man-in-the-Middle,Government,62.1,321158,Insider,Zero-day,VPN,37
CBS-384,France,2023,Phishing,Education,31.0,472386,Nation-state,Zero-day,Encryption,24
CBS-385,UK,2015,Man-in-the-Middle,Healthcare,82.5,34240,Insider,Weak Passwords,Encryption,45
CBS-386,USA,2019,Malware,Government,34.4,98018,Insider,Zero-day,VPN,55
CBS-387,Japan,2024,Phishing,Education,72.2,555808,Unknown,Weak Passwords,AI-based Detection,4
CBS-388,UK,2021,SQL Injection,Healthcare,52.2,449333,Hacker Group,Unpatched Software,Encryption,39
CBS-389,UK,2024,Man-in-the-Middle,Retail,7.2,368618,Nation-state,Social Engineering,Firewall,22
CBS-390,France,2022,Man-in-the-Middle,IT,78.2,310175,Hacker Group,Unpatched Software,AI-based Detection,53
CBS-391,UK,2020,Phishing,Retail,25.1,986980,Nation-state,Zero-day,VPN,71
CBS-392,UK,2024,DDoS,Retail,88.5,518181,Insider,Zero-day,Antivirus,24
CBS-393,India,2015,Phishing,Retail,49.5,72782,Unknown,Zero-day,Encryption,63
CBS-394,Russia,2018,DDoS,Telecommunications,4.1,502842,Unknown,Zero-day,VPN,15
CBS-395,UK,2024,Phishing,Retail,89.3,376586,Unknown,Weak Passwords,AI-based Detection,51
CBS-396,Germany,2023,Phishing,Government,88.6,698597,Unknown,Social Engineering,Antivirus,66
CBS-397,Russia,2015,SQL Injection,Education,5.3,559195,Insider,Weak Passwords,VPN,52
CBS-398,India,2024,Ransomware,Retail,17.6,236253,Unknown,Social Engineering,Firewall,38
CBS-399,Brazil,2016,DDoS,Healthcare,8.0,534847,Nation-state,Zero-day,Firewall,3
CBS-400,Australia,2016,Malware,Retail,39.9,262611,Unknown,Social Engineering,Antivirus,33
CBS-401,Brazil,2021,SQL Injection,Telecommunications,11.6,848702,Unknown,Weak Passwords,Antivirus,48
CBS-402,Germany,2017,Man-in-the-Middle,Retail,74.0,609952,Hacker Group,Unpatched Software,VPN,7
CBS-403,Germany,2022,Man-in-the-Middle,IT,65.9,978868,Insider,Weak Passwords,AI-based Detection,39
CBS-404,Australia,2021,Ransomware,Retail,41.3,659734,Insider,Unpatched Software,Antivirus,54
CBS-405,Japan,2022,DDoS,Retail,64.4,88354,Nation-state,Social Engineering,AI-based Detection,52
CBS-406,Brazil,2022,Phishing,Banking,75.0,771434,Hacker Group,Social Engineering,AI-based Detection,38
CBS-407,Australia,2016,SQL Injection,Banking,1.7,91560,Hacker Group,Weak Passwords,AI-based Detection,35
CBS-408,UK,2021,Phishing,Healthcare,1.4,375292,Unknown,Unpatched Software,Firewall,48
CBS-409,Japan,2015,SQL Injection,Retail,70.9,43366,Unknown,Weak Passwords,AI-based Detection,43
CBS-410,India,2019,Ransomware,Telecommunications,32.1,429224,Unknown,Social Engineering,AI-based Detection,56
CBS-411,Brazil,2017,Phishing,Healthcare,69.0,526227,Hacker Group,Weak Passwords,VPN,62
CBS-412,Japan,2024,Man-in-the-Middle,Retail,9.8,621770,Insider,Unpatched Software,AI-based Detection,70
CBS-413,India,2019,DDoS,Telecommunications,14.5,857688,Insider,Zero-day,Antivirus,55
CBS-414,Brazil,2024,SQL Injection,Banking,33.1,644841,Insider,Weak Passwords,Antivirus,64
CBS-415,Russia,2024,Man-in-the-Middle,IT,67.6,242847,Unknown,Unpatched Software,VPN,37
CBS-416,China,2022,Man-in-the-Middle,IT,85.3,155225,Unknown,Weak Passwords,Antivirus,13
CBS-417,Japan,2017,Man-in-the-Middle,Banking,79.7,712646,Nation-state,Unpatched Software,AI-based Detection,50
CBS-418,UK,2022,Phishing,Government,61.9,298941,Unknown,Zero-day,Antivirus,13
CBS-419,Russia,2018,Man-in-the-Middle,Telecommunications,4.9,783480,Insider,Zero-day,AI-based Detection,55
CBS-420,Germany,2019,Phishing,Healthcare,100.0,950451,Hacker Group,Weak Passwords,AI-based Detection,29
CBS-421,China,2018,Malware,Education,95.4,917848,Insider,Social Engineering,VPN,30
CBS-422,Germany,2016,SQL Injection,Education,43.0,194633,Nation-state,Social Engineering,Antivirus,37
CBS-423,Australia,2016,Malware,Telecommunications,68.4,778844,Unknown,Zero-day,Encryption,65
CBS-424,France,2018,SQL Injection,Government,36.1,668774,Unknown,Social Engineering,Firewall,61
CBS-425,France,2023,SQL Injection,Healthcare,69.8,824351,Unknown,Zero-day,Firewall,17
CBS-426,UK,2020,Phishing,Healthcare,3.0,510974,Unknown,Weak Passwords,Encryption,16
CBS-427,Australia,2021,Man-in-the-Middle,Healthcare,86.3,404595,Unknown,Social Engineering,AI-based Detection,3
CBS-428,Germany,2022,SQL Injection,IT,6.3,742273,Hacker Group,Zero-day,AI-based Detection,67
CBS-429,China,2016,Phishing,IT,27.5,973388,Nation-state,Zero-day,AI-based Detection,63
CBS-430,China,2024,DDoS,Government,69.3,890675,Hacker Group,Unpatched Software,Firewall,5
CBS-431,Germany,2022,SQL Injection,Education,69.0,710896,Nation-state,Zero-day,Firewall,18
CBS-432,India,2023,SQL Injection,Retail,2.9,30883,Nation-state,Weak Passwords,AI-based Detection,51
CBS-433,UK,2020,SQL Injection,Government,53.8,153355,Unknown,Zero-day,Encryption,57
CBS-434,Japan,2020,DDoS,Healthcare,25.8,96706,Insider,Unpatched Software,Firewall,42
CBS-435,Australia,2016,SQL Injection,IT,43.8,959797,Nation-state,Social Engineering,Antivirus,32
CBS-436,China,2024,Phishing,Telecommunications,9.5,501864,Hacker Group,Unpatched Software,Encryption,12
CBS-437,Japan,2024,Man-in-the-Middle,IT,63.6,358626,Unknown,Weak Passwords,VPN,26
CBS-438,Japan,2017,Man-in-the-Middle,Healthcare,11.3,64472,Insider,Social Engineering,Firewall,43
CBS-439,India,2023,DDoS,Education,82.1,23683,Hacker Group,Weak Passwords,Encryption,69
CBS-440,USA,2017,Man-in-the-Middle,IT,5.2,22635,Unknown,Unpatched Software,AI-based Detection,8
CBS-441,UK,2017,SQL Injection,Government,98.8,894933,Insider,Weak Passwords,Antivirus,59
CBS-442,UK,2023,Malware,Banking,55.3,259176,Unknown,Unpatched Software,VPN,3
CBS-443,China,2022,Man-in-the-Middle,Banking,12.4,987115,Unknown,Social Engineering,Encryption,55
CBS-444,France,2022,DDoS,Healthcare,6.5,727601,Insider,Social Engineering,Encryption,50
CBS-445,UK,2021,Phishing,Retail,56.5,542850,Nation-state,Zero-day,Antivirus,41
CBS-446,India,2023,Ransomware,Education,41.2,352194,Nation-state,Unpatched Software,Firewall,10
CBS-447,France,2019,Malware,Healthcare,39.8,571521,Nation-state,Weak Passwords,Antivirus,8
CBS-448,Brazil,2023,SQL Injection,Healthcare,47.6,933271,Insider,Unpatched Software,Antivirus,30
CBS-449,Brazil,2022,Phishing,Banking,98.1,884502,Insider,Unpatched Software,AI-based Detection,55
CBS-450,China,2015,Ransomware,IT,57.3,762001,Nation-state,Social Engineering,VPN,67
CBS-451,France,2016,DDoS,Government,82.5,351330,Nation-state,Weak Passwords,VPN,57
CBS-452,Australia,2023,Malware,Healthcare,37.7,158107,Unknown,Unpatched Software,AI-based Detection,43
CBS-453,USA,2016,SQL Injection,Government,77.5,632319,Unknown,Weak Passwords,AI-based Detection,47
CBS-454,India,2017,DDoS,Government,75.5,352250,Insider,Zero-day,VPN,39
CBS-455,France,2018,Ransomware,Telecommunications,11.3,504165,Hacker Group,Zero-day,AI-based Detection,55
CBS-456,Brazil,2024,DDoS,Telecommunications,36.7,738981,Unknown,Social Engineering,VPN,45
CBS-457,UK,2021,Ransomware,Banking,79.3,555527,Unknown,Unpatched Software,Firewall,33
CBS-458,Russia,2019,SQL Injection,Banking,59.8,681856,Insider,Zero-day,VPN,52
CBS-459,Germany,2024,DDoS,Retail,38.7,197609,Nation-state,Social Engineering,VPN,15
CBS-460,USA,2018,Man-in-the-Middle,Banking,85.3,685291,Hacker Group,Social Engineering,Encryption,53
CBS-461,Japan,2024,Ransomware,Retail,37.5,835730,Insider,Zero-day,VPN,14
CBS-462,Germany,2016,Phishing,Education,48.6,907547,Unknown,Unpatched Software,Firewall,33
CBS-463,France,2019,Phishing,Retail,3.0,298096,Unknown,Social Engineering,Firewall,16
CBS-464,UK,2023,Phishing,Retail,33.1,18579,Unknown,Social Engineering,VPN,13
CBS-465,UK,2021,Malware,Education,70.9,490771,Nation-state,Weak Passwords,Antivirus,70
CBS-466,Germany,2020,Phishing,Healthcare,38.1,394577,Nation-state,Unpatched Software,Encryption,33
CBS-467,India,2021,DDoS,Telecommunications,35.2,155426,Nation-state,Zero-day,Firewall,16
CBS-468,Russia,2017,Ransomware,Education,88.9,444399,Insider,Zero-day,Encryption,38
CBS-469,Japan,2015,Man-in-the-Middle,Healthcare,8.0,770028,Unknown,Unpatched Software,Firewall,58
CBS-470,Brazil,2023,Ransomware,Retail,66.4,608520,Hacker Group,Zero-day,VPN,14
CBS-471,Australia,2020,DDoS,Healthcare,91.5,471113,Hacker Group,Unpatched Software,AI-based Detection,71
CBS-472,Germany,2015,Man-in-the-Middle,Retail,63.7,311253,Nation-state,Weak Passwords,AI-based Detection,36
CBS-473,Brazil,2023,DDoS,IT,84.2,390409,Insider,Zero-day,AI-based Detection,31
CBS-474,China,2015,SQL Injection,IT,28.4,604786,Unknown,Zero-day,VPN,34
CBS-475,China,2024,SQL Injection,Government,84.2,568377,Unknown,Social Engineering,Antivirus,38
CBS-476,Russia,2020,SQL Injection,Telecommunications,29.9,267678,Insider,Zero-day,AI-based Detection,13
CBS-477,Australia,2020,Malware,Education,6.0,592485,Insider,Weak Passwords,Firewall,10
CBS-478,USA,2018,DDoS,Government,84.9,639011,Insider,Weak Passwords,Firewall,26
CBS-479,China,2023,Man-in-the-Middle,Telecommunications,28.8,446243,Unknown,Zero-day,Firewall,66
CBS-480,Germany,2016,DDoS,Government,22.5,10438,Nation-state,Unpatched Software,Encryption,10
CBS-481,Brazil,2023,SQL Injection,IT,97.4,796195,Nation-state,Social Engineering,Firewall,20
CBS-482,Australia,2020,SQL Injection,Telecommunications,53.3,55392,Unknown,Zero-day,VPN,44
CBS-483,Germany,2016,DDoS,IT,63.1,579291,Hacker Group,Unpatched Software,Encryption,6
CBS-484,Germany,2023,Malware,Banking,70.2,791366,Unknown,Unpatched Software,Firewall,61
CBS-485,France,2022,Malware,IT,92.3,727826,Unknown,Weak Passwords,Encryption,63
CBS-486,Russia,2023,Malware,IT,98.1,608695,Nation-state,Unpatched Software,AI-based Detection,31
CBS-487,Australia,2019,SQL Injection,Retail,14.0,496667,Unknown,Zero-day,Antivirus,45
