ID,Company Name,Job Title,Level,Location,City,State,Company Size (By Category),Company Size,Min Company Size,Max Company Size,Industry,Rating,Salary Estimate,Min Salary,Max Salary,Avg Salary
181,Walt Disney Co.,Senior Data Analyst,Senior,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Media/Advertising,4.0,$41K-$78K,41000,78000,59500
182,Ntt Data,Senior Data Analyst,Senior,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Technology,3.4,$41K-$78K,41000,78000,59500
183,"Tsr, Inc.",Technical Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Medium,201–500,201,500,Technology,3.6,$41K-$78K,41000,78000,59500
184,Fidelis Group,Data Analyst,Mid,"Little Ferry, NJ",Little Ferry,NJ,Small,51–200,51,200,Professional Services,3.5,$41K-$78K,41000,78000,59500
185,Eclaro,Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Professional Services,3.4,$41K-$78K,41000,78000,59500
186,Source Of Future Technology Inc,Financial Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Technology,4.2,$41K-$78K,41000,78000,59500
187,Brink'S,Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Other Industries,2.7,$41K-$78K,41000,78000,59500
188,Seven Seven Softwares,Data Analyst,Mid,"Newark, NJ",Newark,NJ,Medium,201–500,201,500,Technology,3.1,$41K-$78K,41000,78000,59500
189,Mobilityware,Data Analyst,Senior,"New York, NY",New York,NY,Small,51–200,51,200,Technology,4.5,$41K-$78K,41000,78000,59500
190,Techprojects,Junior Data Analyst,Junior,"Jersey City, NJ",Jersey City,NJ,Small,1–50,1,50,Technology,4.8,$41K-$78K,41000,78000,59500
191,Mitchell Martin,Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Medium,501–1000,501,1000,Professional Services,4.1,$41K-$78K,41000,78000,59500
192,Rms Computer Corporation,Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Medium,201–500,201,500,Technology,3.0,$41K-$78K,41000,78000,59500
193,Prohealth Care,Data Analyst,Mid,"Lake Success, NY",Lake Success,NY,Large,1001–5000,1001,5000,Healthcare,2.7,$41K-$78K,41000,78000,59500
194,2U,Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Technology,3.5,$41K-$78K,41000,78000,59500
195,Mount Sinai Medical Center,Healthcare/Clinical Analyst,Mid,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Healthcare,3.1,$41K-$78K,41000,78000,59500
196,Professional Resource Group,Data Analyst,Mid,"Lake Success, NY",Lake Success,NY,Small,1–50,1,50,Media/Advertising,5.0,$41K-$78K,41000,78000,59500
197,Jpmorgan Chase,Data Analyst,Senior,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Financial,3.9,$41K-$78K,41000,78000,59500
198,Capgemini,Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Enterprise,10000+,10000,10000,Technology,3.8,$45K-$88K,45000,88000,66500
199,Ipro,Data Analyst,Mid,"Lake Success, NY",Lake Success,NY,Medium,201–500,201,500,Healthcare,3.0,$45K-$88K,45000,88000,66500
200,Brown Brothers Harriman,Senior Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Financial,3.3,$45K-$88K,45000,88000,66500
201,Nyc Health + Hospitals,Data Analyst,Mid,"New York, NY",New York,NY,Large,5001–10000,5001,10000,Healthcare,3.6,$45K-$88K,45000,88000,66500
202,Mount Sinai Medical Center,Junior Data Analyst,Junior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Healthcare,3.1,$45K-$88K,45000,88000,66500
203,Horizon Blue Cross Blue Shield Of New Jersey,Data Analyst,Mid,"Newark, NJ",Newark,NJ,Large,1001–5000,1001,5000,Financial,3.6,$45K-$88K,45000,88000,66500
204,Columbia University,Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Education,3.9,$45K-$88K,45000,88000,66500
205,Walt Disney Company,Data Analyst,Senior,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Media/Advertising,4.0,$45K-$88K,45000,88000,66500
206,Diverse Lynx,Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,3.9,$45K-$88K,45000,88000,66500
207,Capgemini,Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Technology,3.8,$73K-$127K,73000,127000,100000
208,Roar Digital,Data Analyst,Mid,"New York, NY",New York,NY,Small,51–200,51,200,Other Industries,4.9,$73K-$127K,73000,127000,100000
209,Perficient,Senior Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Technology,3.6,$73K-$127K,73000,127000,100000
210,The Bank Of New York Mellon,Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Financial,3.2,$73K-$127K,73000,127000,100000
211,"Nesco Resource, Llc",Data Analyst,Mid,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Professional Services,2.9,$73K-$127K,73000,127000,100000
212,Kinship,Data Analyst,Senior,"New York, NY",New York,NY,Small,1–50,1,50,Media/Advertising,-1.0,$73K-$127K,73000,127000,100000
213,Apn Consulting,Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Media/Advertising,4.2,$73K-$127K,73000,127000,100000
214,Siri Infosolutions,Technical Data Analyst,Mid,"Summit, NJ",Summit,NJ,Small,51–200,51,200,Technology,3.4,$73K-$127K,73000,127000,100000
215,Integrated Resources,Healthcare/Clinical Analyst,Mid,"New York, NY",New York,NY,Medium,201–500,201,500,Healthcare,3.1,$73K-$127K,73000,127000,100000
216,Avani Technology Solutions,Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,4.5,$73K-$127K,73000,127000,100000
217,Lorven Technologies Inc,Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Professional Services,4.0,$84K-$90K,84000,90000,87000
218,Altech Star Inc.,Technical Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Technology,2.6,$84K-$90K,84000,90000,87000
219,Wintellisys,Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Technology,-1.0,$84K-$90K,84000,90000,87000
220,Diverse Lynx,Technical Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,3.9,$84K-$90K,84000,90000,87000
221,V R Della Infotech Inc,Junior Data Analyst,Junior,"Haworth, NJ",Haworth,NJ,Small,51–200,51,200,Professional Services,4.1,$84K-$90K,84000,90000,87000
222,New York Times,Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Media/Advertising,3.8,$84K-$90K,84000,90000,87000
223,Lancesoft Inc,Data Analyst,Mid,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Professional Services,3.8,$84K-$90K,84000,90000,87000
224,Diverse Lynx,Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,3.9,$84K-$90K,84000,90000,87000
225,Northwell Health,Business Data Analyst,Mid,"Manhasset, NY",Manhasset,NY,Enterprise,10000+,10000,10000,Healthcare,4.0,$84K-$90K,84000,90000,87000
226,Techprojects,Data Analyst,Senior,"New York, NY",New York,NY,Small,1–50,1,50,Technology,4.8,$84K-$90K,84000,90000,87000
227,Informa Intelligence,Data Analyst,Mid,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Professional Services,3.8,$84K-$90K,84000,90000,87000
228,Integra Managed Care,Data Analyst,Mid,"Lake Success, NY",Lake Success,NY,Medium,501–1000,501,1000,Healthcare,3.5,$84K-$90K,84000,90000,87000
229,Rms Computer,Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Medium,201–500,201,500,Technology,3.0,$84K-$90K,84000,90000,87000
230,Healthfirst,Data Analyst,Mid,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Financial,3.1,$27K-$52K,27000,52000,39500
231,Jay Hill Repairs,Data Analyst,Mid,"Fairfield, NJ",Fairfield,NJ,Small,1–50,1,50,Other Industries,-1.0,$27K-$52K,27000,52000,39500
232,Sat Healthcare,Data Analyst,Mid,"New York, NY",New York,NY,Medium,201–500,201,500,Healthcare,3.5,$27K-$52K,27000,52000,39500
233,American Cybersystems,Senior Data Analyst,Senior,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Technology,4.0,$27K-$52K,27000,52000,39500
234,The Bank Of New York Mellon,Senior Data Analyst,Senior,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Financial,3.2,$27K-$52K,27000,52000,39500
235,M&T Bank Corporation,Technical Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Financial,3.3,$27K-$52K,27000,52000,39500
236,Solustaff,Healthcare/Clinical Analyst,Mid,"Brooklyn, NY",Brooklyn,NY,Small,1–50,1,50,Technology,-1.0,$27K-$52K,27000,52000,39500
237,Oracle,Technical Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Technology,3.6,$27K-$52K,27000,52000,39500
238,Cmi/Compas,Senior Data Analyst,Senior,"New York, NY",New York,NY,Medium,501–1000,501,1000,Media/Advertising,3.6,$27K-$52K,27000,52000,39500
239,Ableto,Senior Data Analyst,Senior,"New York, NY",New York,NY,Small,51–200,51,200,Healthcare,4.3,$27K-$52K,27000,52000,39500
240,Reliable Software Resources,Data Analyst,Senior,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,4.0,$27K-$52K,27000,52000,39500
241,Eagle Investment Systems,Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Financial,3.7,$27K-$52K,27000,52000,39500
242,Kforce,Technical Data Analyst,Mid,"Summit, NJ",Summit,NJ,Enterprise,10000+,10000,10000,Technology,4.1,$27K-$52K,27000,52000,39500
243,Hikma Pharmaceuticals,Senior Data Analyst,Senior,"Berkeley Heights, NJ",Berkeley Heights,NJ,Large,5001–10000,5001,10000,Healthcare,3.3,$27K-$52K,27000,52000,39500
244,Smbc Group,Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Enterprise,10000+,10000,10000,Financial,3.4,$27K-$52K,27000,52000,39500
245,Mount Sinai Medical Center,Data Analyst,Mid,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Healthcare,3.1,$27K-$52K,27000,52000,39500
246,Citi,Data Analyst,Senior,"Jersey City, NJ",Jersey City,NJ,Enterprise,10000+,10000,10000,Financial,3.7,$27K-$52K,27000,52000,39500
247,Jp morgan Chase,Data Analyst,Mid,"Brooklyn, NY",Brooklyn,NY,Enterprise,10000+,10000,10000,Financial,3.9,$27K-$52K,27000,52000,39500
248,Mitchell Martin,Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Medium,501–1000,501,1000,Professional Services,4.1,$27K-$52K,27000,52000,39500
249,Vna Health Group,Data Reporting Analyst,Mid,"Essex Fells, NJ",Essex Fells,NJ,Large,1001–5000,1001,5000,Social Services,3.3,$27K-$52K,27000,52000,39500
250,Rockstar Games,Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Technology,4.1,$27K-$52K,27000,52000,39500
251,Rms Computer,Business Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Medium,201–500,201,500,Technology,3.0,$27K-$52K,27000,52000,39500
252,Hexacorp,Data Analyst,Mid,"New York, NY",New York,NY,Small,51–200,51,200,Technology,3.4,$27K-$52K,27000,52000,39500
253,Techprojects,Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Technology,4.8,$27K-$52K,27000,52000,39500
254,Informa,Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Media/Advertising,3.2,$27K-$52K,27000,52000,39500
255,Columbia University Medical Center,Data Analyst,Mid,"New York, NY",New York,NY,Large,5001–10000,5001,10000,Healthcare,3.8,$27K-$52K,27000,52000,39500
256,Momentum Solar,Data Analyst,Mid,"South Plainfield, NJ",South Plainfield,NJ,Medium,501–1000,501,1000,Other Industries,3.7,$27K-$52K,27000,52000,39500
257,Viva Usa Inc,Senior Data Analyst,Senior,"Franklin Lakes, NJ",Franklin Lakes,NJ,Small,51–200,51,200,Technology,4.6,$27K-$52K,27000,52000,39500
258,Prohealth Medical Management,Data Analyst,Mid,"Lake Success, NY",Lake Success,NY,Large,1001–5000,1001,5000,Healthcare,2.7,$42K-$74K,42000,74000,58000
259,Reliable Software Resources,Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,4.0,$42K-$74K,42000,74000,58000
260,Donnelly & Moore Corporation,Data Governance Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Professional Services,3.5,$42K-$74K,42000,74000,58000
261,J.P. Morgan,Data Quality Analyst,Mid,"Newark, NJ",Newark,NJ,Enterprise,10000+,10000,10000,Financial,3.9,$42K-$74K,42000,74000,58000
262,Saratoga Medical Center,Data Analyst,Mid,"New York, NY",New York,NY,Medium,201–500,201,500,Healthcare,4.1,$42K-$74K,42000,74000,58000
263,Yai/Nipd Network,Data Analyst,Senior,"New York, NY",New York,NY,Large,5001–10000,5001,10000,Social Services,3.1,$42K-$74K,42000,74000,58000
264,Mount Sinai Medical Center,Healthcare/Clinical Analyst,Mid,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Healthcare,3.1,$42K-$74K,42000,74000,58000
265,Diverse Lynx,Healthcare/Clinical Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,3.9,$42K-$74K,42000,74000,58000
266,Quad Consultancy,Data Analyst,Mid,"Mount Vernon, NY",Mount Vernon,NY,Small,1–50,1,50,Professional Services,4.3,$42K-$74K,42000,74000,58000
267,"Competent Systems, Inc",Data Quality Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Medium,201–500,201,500,Technology,3.7,$42K-$74K,42000,74000,58000
268,1199Seiu Funds,Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Financial,3.2,$42K-$74K,42000,74000,58000
269,Peloton Interactive,Senior Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Healthcare,3.8,$42K-$74K,42000,74000,58000
270,Genpact,Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Technology,3.5,$42K-$74K,42000,74000,58000
271,Disney Streaming Services,Data Analyst,Senior,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,3.6,$42K-$74K,42000,74000,58000
272,J.P. Morgan,Data Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Financial,3.9,$42K-$74K,42000,74000,58000
273,Emblemhealth,Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Financial,2.4,$42K-$74K,42000,74000,58000
274,Reliable Software Resources,Financial Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,4.0,$42K-$74K,42000,74000,58000
275,Reliable Software Resources,Data Analyst,Mid,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,4.0,$42K-$74K,42000,74000,58000
276,Jackson Hewitt,Senior Data Analyst,Senior,"Jersey City, NJ",Jersey City,NJ,Medium,201–500,201,500,Retail,3.6,$42K-$74K,42000,74000,58000
277,Reliable Software Resources,Data Analyst,Senior,"New York, NY",New York,NY,Medium,501–1000,501,1000,Technology,4.0,$42K-$74K,42000,74000,58000
278,National Kidney Foundation,Data Analyst,Senior,"New York, NY",New York,NY,Small,51–200,51,200,Healthcare,3.2,$42K-$74K,42000,74000,58000
279,Horizon Blue Cross Blue Shield Of New Jersey,Data Analyst,Mid,"Newark, NJ",Newark,NJ,Large,1001–5000,1001,5000,Financial,3.6,$42K-$74K,42000,74000,58000
280,Ipro,Data Analyst,Mid,"Lake Success, NY",Lake Success,NY,Medium,201–500,201,500,Healthcare,3.0,$42K-$74K,42000,74000,58000
281,Criteo,Senior Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Technology,3.9,$77K-$132K,77000,132000,104500
282,Emblemhealth,Technical Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Financial,2.4,$77K-$132K,77000,132000,104500
283,Ergo,Data Analyst,Senior,"New York, NY",New York,NY,Small,1–50,1,50,Media/Advertising,2.8,$77K-$132K,77000,132000,104500
284,Act Consulting,Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Professional Services,4.4,$77K-$132K,77000,132000,104500
285,Tekfortune Inc.,Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Technology,4.8,$77K-$132K,77000,132000,104500
286,"Intercontinental Exchange, Inc.",Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Financial,2.8,$77K-$132K,77000,132000,104500
287,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"New York, NY",New York,NY,Small,51–200,51,200,Technology,5.0,$77K-$132K,77000,132000,104500
288,"8K Miles Software Services, Inc.",Senior Data Analyst,Senior,"New York, NY",New York,NY,Medium,201–500,201,500,Technology,3.7,$77K-$132K,77000,132000,104500
289,Two95 International Inc.,Data Quality Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Professional Services,4.0,$77K-$132K,77000,132000,104500
290,Vts,Data Analyst,Senior,"New York, NY",New York,NY,Medium,201–500,201,500,Technology,4.2,$77K-$132K,77000,132000,104500
291,Robert Half,Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Enterprise,10000+,10000,10000,Professional Services,3.5,$77K-$132K,77000,132000,104500
292,Village Care,Data Analyst,Senior,"New York, NY",New York,NY,Medium,501–1000,501,1000,Healthcare,2.0,$77K-$132K,77000,132000,104500
293,Quest Diagnostics,Data Analyst,Senior,"Secaucus, NJ",Secaucus,NJ,Enterprise,10000+,10000,10000,Healthcare,3.3,$77K-$132K,77000,132000,104500
294,Creative Data Resources,Data Analyst,Mid,"New York, NY",New York,NY,Small,1–50,1,50,Professional Services,5.0,$77K-$132K,77000,132000,104500
295,Eversana,Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Healthcare,3.4,$77K-$132K,77000,132000,104500
296,National Grid Usa,Senior Data Analyst,Senior,"Brooklyn, NY",Brooklyn,NY,Enterprise,10000+,10000,10000,Other Industries,3.6,$77K-$132K,77000,132000,104500
297,Aegis Media,Senior Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Media/Advertising,2.8,$77K-$132K,77000,132000,104500
298,Rms Computer Corporation,Business Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Medium,201–500,201,500,Technology,3.0,$77K-$132K,77000,132000,104500
299,J.P. Morgan,Operations/Supply Chain Analyst,Mid,"Newark, NJ",Newark,NJ,Enterprise,10000+,10000,10000,Financial,3.9,$77K-$132K,77000,132000,104500
300,Ramps International Inc,Data Analyst,Senior,"New York, NY",New York,NY,Small,51–200,51,200,Professional Services,4.5,$77K-$132K,77000,132000,104500
301,Nyu Langone Health,Senior Data Analyst,Senior,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Healthcare,4.0,$77K-$132K,77000,132000,104500
302,Professional Resource Group,Data Quality Analyst,Mid,"Lake Success, NY",Lake Success,NY,Small,1–50,1,50,Media/Advertising,5.0,$77K-$132K,77000,132000,104500
303,Sumitomo Mitsui Banking Corporation (Smbc),Data Analyst,Mid,"Jersey City, NJ",Jersey City,NJ,Enterprise,10000+,10000,10000,Financial,3.4,$77K-$132K,77000,132000,104500
304,Geller & Company,Data Analyst,Senior,"New York, NY",New York,NY,Medium,501–1000,501,1000,Financial,3.2,$98K-$114K,98000,114000,106000
305,Reliable Software Resources,Data Analyst,Mid,"Florham Park, NJ",Florham Park,NJ,Medium,501–1000,501,1000,Technology,4.0,$98K-$114K,98000,114000,106000
306,"Intercontinental Exchange, Inc.",Data Analyst,Senior,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Financial,2.8,$98K-$114K,98000,114000,106000
307,The Bank Of New York Mellon,Data Analyst,Senior,"Florham Park, NJ",Florham Park,NJ,Enterprise,10000+,10000,10000,Financial,3.2,$98K-$114K,98000,114000,106000
308,Plymouth Rock Assurance,Senior Data Analyst,Senior,"Woodbridge, NJ",Woodbridge,NJ,Large,1001–5000,1001,5000,Financial,3.4,$98K-$114K,98000,114000,106000
309,Mount Sinai Health System,Data Science Analyst,Mid,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Healthcare,3.4,$98K-$114K,98000,114000,106000
310,Sat Healthcare,Data Analyst,Mid,"New York, NY",New York,NY,Medium,201–500,201,500,Healthcare,3.5,$98K-$114K,98000,114000,106000
311,Atrium Staffing,Data Analyst,Mid,"Parsippany, NJ",Parsippany,NJ,Small,51–200,51,200,Professional Services,3.3,$98K-$114K,98000,114000,106000
312,Eteam Inc.,Data Analyst,Mid,"New York, NY",New York,NY,Small,51–200,51,200,Professional Services,3.7,$98K-$114K,98000,114000,106000
313,Oracle,Data Analyst,Senior,"New York, NY",New York,NY,Enterprise,10000+,10000,10000,Technology,3.6,$98K-$114K,98000,114000,106000
314,Metroplus Health Plan,Data Analyst,Mid,"New York, NY",New York,NY,Large,1001–5000,1001,5000,Healthcare,2.7,$98K-$114K,98000,114000,106000
